"CODE","AET_ID","NUMMER","CODE_1","BEGINJAAR","EINDJAAR","DATERING","BESCHRIJVING","NOTABENE"
"151.1",5,,"--",,,"","Weesperkarspel","zie Weesp"
"151.1",5,,"--",,,"","Lies","zie Terschelling"
"437",5,165,"",1944,1946,"1944-1946","Memoriaal","Voor 1952-1967 zie inv. nrs. 103-117"
"5001",5,,"",1988,1988,"1988","Spaarnwouderstraat 32-34","zie inv.nr. 1596"
"1930",5,1051,"",1948,1975,"1948, 1971, 1974-1975","Dossiers inzake de bouwvergunningen voor de verbouwingen van de r.-k. lagere ""Heilig Hartschool"" en het plaatsen van een hek aan de Galgenweg 2-4","zie ook nrs. 470-471, 1107, 1133 en 1135"
"1083",5,551,"",1862,1967,"1862-1967","Inventarislijsten van de roerende goederen welke onder de verzorging en bewaring van de pastoor behoren","Voor de jaren 1882-1891 zie inv.nr. 552"
"3795",5,172,"",1952,1952,"1952","Stukken betreffende de jaarlijkse bijdrage aan Provinciale Staten van Noord-Holland voor het onderhoud en beheer van de Waarderweg","voor de overdracht zie inv.nr. 102"
"1518",5,295,"",1964,1984,"1964-1984","Dossiers inzake het verbouwen en het treffen van voorzieningen voor het Openbaar Slachthuis aan de Oorkondelaan; met 5 tekeningen","voor tekeningen zie microkaartenbestand van O.W. Bouwkunde serie 75, voor overzicht bijlage 3"
"1940",5,236,"",1914,1929,"1914, 1916-1918, 1920-1921, 1923-1929","Stukken betreffende de aan verschillende particulieren en overheidsinstanties verleende of geweigerde vergunningen tot het aanleggen van een elektriciteits-, telefoon-, telegraaf- en een radiodistributienet","Met 3 situatietekeningen; zie ook archief GEB"
"2106",5,443,"",1449,1449,"1449 februari 1449","Akte van transport van een gaarde land","(reg. no. 160) <ZR>Voor transport van 7 morgen veen zie no. 467. (reg. no. 114) 1 Zegel."
"3050",5,297,"",,,"","The chemist and druggist diary & yearbook, (Londen, 1937)","In het Engels. <ZR>Voor Waaning-Tilly producten zie pp. 138 en 154."
"1379",5,845,"",1975,1975,"1975","Stukken betreffende de overzichtstentoonstelling 'Haarlems Zilver'","zie ook inv.nr. 58."
"5010",5,279,"",1978,1984,"1978-1984 met hiaten","Bestemmingsplan Zuiderpolder, versie mei 1984, alsmede 'Financieel Economische Paragraaf', 'Rapport Globaal Bestemmingsplan' en 'Modellen voor Bestemmingsplan'. Met foto's, met tekeningen","Twee versies van bestemmingsplan, zie ook inventarisnummer 283."
"476",5,1745,"",1903,1960,"1903-1960","Stukken betreffende de bruikleenafstand, schenking en legatering van kunstvoorwerpen door dhr en mw Drucker-Fraser aan het Rijksmuseum en andere instellingen en personen","Met inhoudsopgave; zie Bijlage I, pag. 183-184; Deze bescheiden zijn in origineel te raadplegen in het Rijksmuseum."
"5001",5,,"",,,"","Papentorenvest 2 zwart en rood en 4, 6 en 8","zie bij Scheepmakersdijk 1, 2, 3 en 5"
"5001",5,,"",,,"","Spaarnwouderstraat 9a","zie inv.nr. 1590"
"774",5,24,"",2008,2011,"2008-2011","Notulen van het Managementteam. Afschriften","zie ook nrs. 14 en 15"
"1326",5,156,"",1946,1956,"[ca. 1951]","Fotoalbum van Groen en Hout, rusthuis voor gepensioneerde diaconessen. Met foto's van het exterieur, bewoners en bezoekers","Blijkens een geschreven opdracht in het Historieboek van Groen en Hout werd dit tehuis in mei 1951 betrokken (zie inventarisnummer 155) en in 1982 verkocht."
"1130",5,29,"",1859,1859,"1859","Kopie van het gedicht 'Bij Romein de Hooghe, op den huize Voorzorg te Utrecht'","Op de kopie staat de aantekening  dat het origineel zich bevindt in het kistje Gerlings, zie inventarisnummers 9-12, 56."
"358.68",5,3,"",1839,1892,"1839-1842, 1883-1892","","1893-1902 zie nr. 4."
"1592",5,383,"",1997,1997,"1997","Verordening premiebeleid en vrijlating van inkomsten","Vervangt de Verordening premiebeleid ter bevordering van de zelfstandige bestaansvoorziening, zie 375."
"807",5,,"",1873,1873,"1873","Jan Leupen 1580-? (1); genealogische aantekeningen","Zoon van J. Leupen (97), zie v. inventarisnummer 49;
<ZR>Vader van Mayke Leupen (5), zie v. inventarisnummer 47;
<ZR>Vader van Maria / Marytje Leupen (6), zie v. inventarisnummer 111;
<ZR>Vader van Jan Jansz. Leupen (8)."
"807",5,,"",1874,1915,"1874-1915","Louise Ludolphine Leupen 1842-1915 (190)","Dochter van Pieter Leupen (28), zie voorlopig nummer 68."
"807",5,,"",1894,1924,"1894-1924","David Pieter Leupen 1863-1924 (247)","Zoon van A.A. Leupen (185), zie voorlopig nummer 65."
"807",5,,"",,,"z.j.","Magtelt Leupen ca. 1652-? (12); genealogische aantekening inzake haar geboorte en huwelijk","Dochter van Jan Jansz. Leupen (8), zie v. inventarisnummer 44."
"198",4,1609,"",1887,1887,"","1887 (april-juni)","Voor de maand maart, zie inv.nr. 1457, blz. 43"
"1340",4,637,"",1939,1946,"","1939-1946","De jaren 1879-1935 zie inv. nrs. 223-230."
"2362",4,5756,"",1970,1972,"1970-1972","De bouwen van een gymnastieklokaal aan de Kingsford Smithstraat","zie ook de inv.nrs. 5211-5212"
"18",5,5786,"",1912,1916,"1912-1916 en z.j.","Overige kaarten en technische tekeningen behorende bij inv.nr. 5785",""
"176",4,163,"",1802,1802,"1802, jan. 28","Akte van transport door Dirk Luden aan Nathanaël Belli van de in inv.nr. 162 bedoelde percelen","1) met één beschadigd uithangend zegel. <ZR>2) In dorso: Overgeboekt ten name van Magdalena Belli, thans huisvrouw van Johannes Wilhelmus Cramer, en Nathalia Remberta Belli, meerderjarig en ongehuwd"
"476",4,719,"",1936,1940,"","1936-1940, inv.nrs 1936/1-1940/407","Deze bescheiden zijn op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"1451",4,46,"",1757,1757,"","Edam, 1757 (dubbel van inv.nr. 45)",""
"176",5,1161,"",1822,1891,"1865-1891; met retroacta, 1822-1865","Stukken betreffende de firma Pronk en co te Weesp, exploiterend de jeneverstokerij 'De gekroonde Snoek', waartoe behoorde de windkoren- en moutmolen genaamd 'Het Anker'","1) Van de vennootschap onder firma maakte vanaf 1875 o.m. deel uit Klaas Hendrik Schutte (zie onder V.B. personen, inv. nrs. 1128-1131) . <ZR>2) Schenking door Dr. S. Hart, archivaris van de Ev. Luth. gemeente te Amsterdam, c. 1965"
"187",5,2833,"",1860,1861,"1860-1861","** Dommel","Heeft ook betrekking op de schroefstoomschepen Amstel, Apeldoorn, Haarlemmermeer, Vecht, Linge, Verkele, Stavoren en Delfzijl, zie de nummers 2831-2833*, 2863***-2834***"
"526",5,,"--",1938,1949,"1938-1949","Benoemingsbesluiten en beëdigingen van leden der pachtkamers van de kantongerechten in het arrondissement Alkmaar","zie inventaris van het archief van het kantongerecht Alkmaar 1930-1939 (1955), inv.nr. 1"
"137",5,287,"b",,,"","M.W. Maclaine Pont: ""Het Huis aan de Haven"", historische roman. 2 delen afzonderlijk. Hierin recensies op ""Het Huis aan de Haven""","p. m. M.J.D. Merens: ""Genealogie van het geslacht Merens"" zie nrs 2 a en b"
"1930",5,1115,"",1966,1966,"1966","Dossiers inzake de bouwvergunningen voor de bouw en de verandering van het westelijk viaduct aan de Zeestraat","zie ook nrs. 662, 780-783, 955 en 1121"
"1314",5,4,"",1937,1999,"1937-1941, 1945, 1967-1999","Presentielijsten van vergaderingen, afdelingsbijeenkomsten en activiteiten","Voor de presentielijst van de jaarvergadering van 24 maart 1939, zie de achterkant van convocatie voor die vergadering in inv.nr. 8"
"3417",5,350,"",1942,1942,"19e eeuw-1942","'Ketubbot', huwelijksakten","In het Aramees. Deze akten zijn gedeeltelijk genummerd, namelijk 151-464. Hieruit ontbreken echter de nummers 170 (wel toebedeeld, maar aan een verklaring betreffende een elders gesloten huwelijk), 178, 204, 206-208, 210-211, 214, 217, 219, 221, 225, 229, 234, 238, 241-242, 247, 249, 254-255, 260-261, 264-266, 269, 272-273, 277-278, 287-288, 304, 308-309, 311, 313-314, 333, 336, 356, 374, 376, 438. <ZR>Deze originelen zijn niet ter inzage. Fotokopieën ervan (zie inventarisnummer 709) kunnen wel worden ingezien. Zie de bijlage achter deze inventaris voor de index op de huwelijksakten"
"3501",5,583,"",1887,1910,"1887, 1889 2e halfjaar-1910, 2e halfjaar","Halfjaarlijkse rekeningen en verantwoordingen van de schoolspaarbank, met bijlagen","zie ook inv.nr. 522"
"1472",5,9,"",1913,1924,"1913-1924","Notulen","In 1924 is het dagelijks bestuur opgeheven. <ZR>Jaarverslagen zie Bibliotheek 45/400053 K"
"5011",5,38,"",1961,1985,"1961-1977. Met hiaten, 1984-1985","Vestigen van een filiaal in het stadsdeel Schalkwijk en de latere nieuwbouw van een bibliotheek in Schalkwijk. Met tekeningen","zie ook nummer 44"
"7000",5,1314,"",1907,1907,"1907","Bestek en voorwaarden voor het maken van een verdieping op de onderwijzerswoning bij openbare lagere school no. 5. Met bijbehorende correspondentie en tekening","zie ook inv.nrs. 1171 en 1172"
"5001",5,,"",,,"","Problematiek van grondwaterstanden in het Rozenprieel","zie rubriek IIB.33.1"
"5001",5,,"",,,"","Meester Lottelaan, kad. Haarlem II, sectie R, nr. 698 ged., van de Stichting Evangelisch-Lutherse Bejaarden- en Verzorgingstehuizen alsmede het slopen van de opstallen Wagenweg 37 t/m 43","zie inv.nr. 2608"
"5001",5,,"",,,"","Leidseplein 78","zie inv.nr. 2895"
"5001",5,,"",1964,1981,"1964-1981","Heffen en invorderen van leges op gemeentelijke lijkschouwing, 1964-1981","zie inv.nr. 8062"
"5001",5,,"",,,"","Vaststellen en wijzigen van een verordening op de heffing van rechten voor diensten door de Gemeentelijke Reinigingsdienst bewezen en intrekken van de bepalingen voor de dienst der Gemeentereiniging, 1957-1973","zie inv.nr. 8385"
"5001",5,,"",,,"","Inbrengen van activa en passiva van het Gemeentelijk Energiebedrijf in de N.V. Energiebedrijf Haarlem","zie inv.nr. 19880"
"3495",5,28,"",1979,1983,"1979-1983 juli 4","Nota's voor de uitvaartverenigingen voor het gebruik van het uitvaartcentrum","Met overzicht(en) van de opbaringen, 1979-1983, zie ook de inv.nrs. 37 t/m 42"
"1490",5,52,"",1845,1860,"1845-1860","Stukken betreffende de boedel en nalatenschap van Chrisje Gertenbach","Later bijgekomen, zie verslag Gemeentearchief Haarlem 1917"
"492",5,11,"",1954,1959,"1954-1959","'Leerplancommissie WIMESCOS 1954-1959: gedetailleerd overzicht van alle besprekingen en correspondentie met inspectie en met 'Amsterdam'. Vergaderstukken en correspondentie van Johan Wansink als voorzitter van de Leerplancommissie ingesteld door het bestuur van WIMESCOS, tot bezinning op een aantal noodzakelijk geachte veranderingen in het vigerende leerplan voor wiskunde op de HBS B","'Amsterdam' betreft een groep Amsterdamse wiskundeleraren die kritisch stonden tegenover het door de Leerplancommissie nieuw ontworpen concept-leerplan voor wiskunde.<ZR> Voor kennelijk retro-actum zie inventarisnummer 15.<ZR> Oorspronkelijk per snelhechter bijeengehouden stukken in een stofomslag."
"358.75",5,3,"",1884,1894,"1884-1894","","1883 zie nr. 2."
"807",5,,"",1902,1952,"1902-1952","Maria Elisabeth Meyer 1894-1925 (67)","Dochter van Geertje Leupen (48) en Wilhelm Frederik Meyer (49), zie voorlopig nummer 57."
"807",5,,"",1877,1941,"1877-1941","Jan Albert Leupen 1870-1900 (50)","Zoon van Johannes Leupen (40) en Maria Elizabeth van den Berg (41), zie voorlopig inventarisnummers 41 en 42;
<Vader van> Margaretha Leupen (59), zie voorlopig inventarisnummer 131."
"807",5,,"",1921,1921,"1921","Bob Leupen 1921-? (274)","Zoon van J. Leupen (58), zie voorlopig inventarisnummers 84, 104, 105 en 107."
"184",4,745,"",1648,1650,"","1648, 3 dec.-1650, 8 dec","Diverse akten, gedateerd in latere jaren. Voor tafel zie inv.no. 744"
"25",4,98,"",1813,1813,"","1813, tweede kwartaal, nrs. 1-8","nrs. 4 en 7 ontbreken; zie voor nr. 4 ook onder inv.nr. 97, nr. 25; zie voor nr. 7 inv. nr. 101, nr.6"
"200",4,494,"",1925,1925,"","Jan.- mei 1925. Zesde Kamer, buitengewone Derde Kamer","Vonnissen van de Buitengewone Zesde Kamer 1915-1924 zie inventarisnummer 643"
"3521",4,41,"",1948,1967,"","1948-1967","Voor de indeling van de ordening zie bijlage III"
"83.2",4,,"--",,,"","Callantsoog","zie ook Barsingerhorn en Schagen"
"83.2",4,,"--",,,"","Oudkarspel","zie ook Oterleek en Schagen"
"18",5,5723,"",1908,1908,"1908","Kaarten en technische tekeningen behorende bij inv.nr. 5722",""
"1105",5,94,"",,,"","VERVALLEN. Opgenomen in Stadsbestuur Haarlem 1573-1813 inv. nr. 8281",""
"1105",5,350,"",,,"","VERVALLEN. Zie Stadsbestuur Haarlem 1573-1813 inv. nrs. 5776-5778",""
"83.1",4,1247,"",,,"","A-Z, op repertoria 1-41 (= inv.nrs. 1251-1289)",""
"476",4,708,"",1908,1908,"","1908, inv.nrs 1-222","Deze bescheiden zijn op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"187",5,1046,"",1860,1872,"1860-1872","Index van artilleriezaken voorkomende in het verbaal van den directeur en commandant","Heeft tegelijk betrekking op de artilleriezaken voor komende in de agenda van den directeur en commandant over 1860-1872, zie nummer 1238***"
"136",5,,"",1817,1877,"1817-1877","Diverse bescheiden, gemerkt B t/m L, N, betreffende de heerlijkheid Beverwijk","zie ook doos I, onder nrs. XIII en nr. XXVII"
"137",5,98,"",1827,1827,"1827","Cornelia Gallis, weduwe van mr. M. Merens
<ZR>Expeditie inventaris van de gemeenschappelijke boedel en nalatenschap van het echtpaar Merens-Gallis","Voor het Geslacht Gallis zie inventarisnummer 252."
"151.1",5,,"--",1544,1544,"1544","Kudelstaart","zie Kalslagen"
"151.1",5,,"--",,,"","Oosterend","zie Terschelling"
"151.1",5,,"--",,,"","Polanen","zie Houtrijk"
"3819",5,556,"",1665,1665,"1665","Akte van transport van de helft van een partij vruchtbaar wei- of hooiland, van ouds genaamd De Barnarditen, voor het merendeel in Hillegom, voor een klein gedeelte in Bennebroek gelegen door burgemeester en regeerders van Haarlem aan Adriaan Pauw, heer van Bennebroek en Hendrik van de Kamp zoals in 1663 overeengekomen; afschrift","Dit land werd geruild tegen 848 roeden van 's-Gravenmade, zie inv.nr. 508"
"3992",5,34,"",1599,1696,"1599, 1602-1696","Ondertrouw- en trouwboek","Betreft ook Spaarndam. Tevens"" Journael ofte daechelyckze memoryen"" van het gerecht, inhoudende lijsten van schepenen van Spaarnwoude en Spaarndam, 1598-1633, aantekeningen over gehouden rechtszittingen (met soms kopiën van akten), verpachtingen, benoeming van een schoolmeester enz. Achteraan enkele persoonlijke aantekeningen van de schout van Spaarnwoude en Spaarndam, Claes Heyndericxszn. van Assendelft en zijn gezin, 1590-1634 <ZR> ONTBREEKT, zie inventaris van Spaarndam inv. nr. 74"
"1508",5,11,"-1",1916,1916,"1916","Ingekomen stukken","Met diverse registers (zie doos 1.)"
"3325",5,14,"",1888,1904,"1888-1904","Lijsten van ingelanden die de vereisten bezitten om gekozen te worden tot leden van het bestuur. Met hiaten","zie inv.nr. 34 voor de jaren 1858-1886"
"3050",5,294,"",,,"","Prijslijst voor farmaceutische producten, opgesteld door Handelsgesellschaft Noris, Zahn & Cie m.b.H., in Nurnberg, (Nurnberg, 1912-1913)","In het Duits. <ZR>Voor Haarlemmerolie zie p. 69."
"3626",5,70,"",1973,1973,"1973-","Historische werkgroep Haerlem","Redactiecommissie zie onder inv.nr. 141 e.v."
"3862",5,366,"",1850,1886,"1850-1886","Registers van erfpachten, recognities en huren","Voor de periode 1761-1801 zie nr. 470, 'register Divers II', fol. 67v."
"455",5,2,"",1894,1904,"1894-1904","Stukken betreffende zijn studie en promotie aan de Universiteit van Amsterdam","Voor zijn doctorsbul zie inv. nr. 45."
"1023",5,60,"",1852,1852,"1852, concept","Overeenkomst tussen het armbestuur enerzijds en Thoedorus Kortekaas, boerenknecht uit Houtrijk en Polanen anderzijds, waarin wordt bepaald dat Theodorus Kortekaas het recht van opstal zal krijgen op land in Spaarnwoude","zie ook inv.nr. 265"
"2341",5,5015,"",1589,1591,"1589-1591","Willem Pietersz. van Limmen. Testamenten","Voor de akten d.d. 1591-1597 zie protocol te Alkmaar. Tevens secreatris ter plaatse"
"5001",5,,"",,,"","Antoniestraat 4","zie bij Spaarne 49"
"5001",5,,"",,,"","Burretstraat 5","zie inv.nr. 2283"
"5017",5,45,"",1991,1994,"1991-1994","Jaarrekeningen van de sector Natuur en Milieu","Voor latere jaren zie nr. 46"
"1835",5,288,"",1977,1977,"1977","Overbrengen van archiefbescheiden van de begraafplaats De Biezen te Driehuis en van de Westerbegraafplaats te IJmuiden naar de gemeentelijke archiefbewaarplaats","Deze archiefbescheiden zijn raadpleegbaar als apart bestand bij het Noord-Hollands Archief: zie toegang 1567 inv.nr. 152"
"5013",5,162,"",1992,1993,"1992-1993","Instellen van een klachtenregeling","zie ook onder ombudsman."
"1115",5,649,"",1945,1990,"1945-1966, 1990","Zandvoortselaan 365-367; het oprichten en het uitbreiden van een garage annex showroom  en benzinestation","zie ook inv.nr. 653"
"912",5,75,"",1947,2011,"1947-2011","Kaartsysteem aangelegd door A.Th. van Deursen met volledig overzicht van opstellen, scripties, collegesyllabi en publicaties van zijn hand, deels chronologisch, deels naar de aard van de stukken gerangschikt","Voor een gedrukte bibliografie van A.Th. van Deursen, zie plaatsingslijstnummer 255."
"358.69",5,12,"",1883,1886,"1883 (nrs. 21-33)-1886 (nrs. 1-15)","","1883 (nrs. 1-20) zie nr. 11."
"724",5,,"",1992,1995,"1992-1995","Overnemen Centrale Antenne-installatie (CAI) Velsen van de gemeente Velsen ","Voor exploitatie zie inventarisnummer 2187 (oud)"
"807",5,,"",1904,1949,"1904-1949","Elisabeth Maria Meyer 1896-? (69), bevat ook een foto van E.M. Meyer op 15-jarige leeftijd.","Dochter van Geertje Leupen (48) en Wilhelm Frederik Meyer (49), zie voorlopig inventarisnummer 57."
"724",5,,"",1991,1995,"1991-1995","Jaarverslagen van de Stichting Contactcommissie Gepensioneerden","zie ook 2861"
"30",4,275,"",1928,1928,"","2 januari-28 december 1928","4 januari-6 juni 1929, zie inventarisnummer 273"
"88",4,394,"",,,"","2594, 2596-2599, 2601-2608, 2611-2612, 2614-2616, 2618-2622, 2624","voor nr. 2617 zie nr. 3219 <ZR>voor nr. 2620 zie ook nr. 2955 <ZR>voor nr. 2625 zie nr. 3145"
"437",4,152,"",1925,1932,"","1925-1926, Tevens oktober-november 1927, Rekening v.d. Nouweland, 1929; sep.-okt. 1931; rekening Liturgische Vereniging, 1932/33; rekening Z. de Korte, 1932; grootboek 1932/33","voor 1886-1889 zie inv. nr. 125; na 1889 wordt ook de huishoudelijke administratie een tijd lang door de praeses gevoerd"
"3872",4,121,"",1922,1922,"1922","A.D.H. Heringa, Camplaan","zie ook inv.nr. 168"
"819",4,56,"",1984,1985,"1984-1985","6800-6899","Voor nummer 6893 zie nummer 6874. De volgende nummers ontbreken: 6802, 6812, 6816, 6822, 6835, 6837, 6842-6843, 6850, 6854-6855, 6864, 6867, 6875, 6887."
"5001",4,,"",,,"","Bloemenbuurt e.o.","zie voor stukken het dossier Bomenbuurt"
"3838",5,77,"",,,"","Lijst met publicaties over leden van de cricketclub in het clubblad (inv.no's 49-70), in de correspondentie (inv.no's 21-48a) en in het tijdschrift Cricket (inv.no's 154-173)",""
"18",4,3643,"",1901,1938,"","Valkkoog, banne of polder, 1901-1935. Zie ook inv.nr. 3646. <ZR>""Vechtpolders"" (Heintjesrak- en Broekerpolder, Hollandsch-Ankeveensche polder, Blijkpolder, Meeruiterdijksche polder, Horn- en Kuijerpolder, Stichtsch-Ankeveensche polder en Spiegelpolder), 1913-1916 <ZR>Veenhuizen, banne en polder, 1906-1922 <ZR>Veenpolder in het noordelijk gedeelte van de Buitendijksche Buitenveldersche polder. Zie inv.nr. 3619. <ZR>Veenpolder onder Heemstede en Haarlem, 1906-1919. Zie ook inv.nr. 3642. <ZR>Veerpolder onder Haarlemmerliede en Spaarnwoude, 1907-1908 <ZR>Velserbroek, de, polder, 1902-1932 <ZR>Venhuizen, banne, 1901-1938 <ZR>Venhuizen en Hem, polder, 1905. Zie ook inv.nr. 3622",""
